Note,Description,Date,nombre_good,nombre_follow,key
"4,5","Je m'ennuie devant les séries anglaises qui nous montrent jusqu'à la nausée l’aristocratie des rosbeef. Affligeant de sucreries. Là au moins on s'amuse, on pétrie la morale. Ca saigne et parfois les moments de tension atteignent notre intimité. Les acteurs sont parfaits. Il y a évidemment des trous béants dans le scénario mais ça marche.",Publiée le 29 septembre 2021,"0


0",Suivre son activité,11
"2,5","Cette série nous offre des scènes bien pensées et asses haletantes. Mais malheureusement le scenario en fond est assez catastrophique. Alors oui on retiendra de nombreuses scènes qui sont assez angoissantes et pas mal ficelées, mettant à l'épreuve psychologique le spectateur. En dehors des scènes de jeux, c'est vraiment très pauvre. On comprend à un moment que le but est un trafic d'organes, puis finalement c'était autre chose. La fin est super bancale, completement absurde, on retiendra que les scenes de jeux, c'est un peu dommage que l'histoire ne suive pas",Publiée le 7 décembre 2021,"0


0",Suivre son activité,12
"5,0","Tout simplement GENIALE, les sud coréennes sont passés le maitre de la mise en scène, je n'ai qu'u mot un CHEF D'OEUVRE, une satire VIRTUOSE de la société où nous vivons,",Publiée le 8 octobre 2021,"1


1",Suivre son activité,13
"5,0",Un pur chef d'œuvre ! Merci à cette série de m'avoir fait découvrir le cinéma coréen. Une vraie révélation !,Publiée le 13 janvier 2022,"0


0",Suivre son activité,14
"3,0","L'impression d'avoir déjà vu cette histoire 40 fois. Le ""jeu d'acteur coréen"" me dérange beaucoup mais cela est purement personnel. Je dois tout de même admettre un certain jusquauboutiste agréable, la série va à fond dans le concept.",Publiée le 24 octobre 2021,"0


0",Suivre son activité,0
"4,0","Enfin une bonne série sur Netflix !! Ça faisait longtemps depuis la sortie de la Casa de Papel. Le sujet de la série est très efficace, il n'y a pas de chichi, l'action ne se fait pas désirer trop longtemps et surtout, il n'y a pas un blabla interminable.Cependant, c'est dommage que certains éléments du film n'ont pas été plus travaillé, comme l'infiltration du policier qui finalement ne sert à rien (on aurait pu penser qu'il aiderai certains joueurs d'une façon ou d'une autre). Puis les personnages ne sont malheureusement pas très intéressants. En définitive, il s'agit d'une bonne série qui se regarde facilement mais qui aurait pu être encore mieux travaillé.",Publiée le 3 octobre 2021,"0


0",Suivre son activité,1
"4,0","7,75 / 10 Squid Game est une très bonne mini-série, presque excellente, à laquelle il manque tout de même pas mal pour atteindre le parfait chef d'oeuvre. Pour commencer, le temps est pris pour présenter en profondeur notre protagoniste pour lequel on empathie rapidement malgré que l'on ne cautionne pas son comportement. Plus encore, c'est le portrait de toute une classe sociale de la société coréenne qui est dépeinte. L'action prend également son temps pour s'installer afin de renforcer son caractère mystérieux, et jusqu'ici tout va pour le mieux. Le déroulement des événements est fluide malgré plusieurs longueurs et quelques scènes inutiles. Le jeu des acteurs est naturel et très bon, et nous suivons avec effrois le chemin de la déshumanisation qu'ont volontairement emprunté les personnages. Constat dramatique de la violence de la société qui force les plus faibles à se battre entre eux pour de l'argent, où ce sont souvent les plus sympathiques qui en font les frais, tout cela sous les regards excités de ces riches qui eux ne savent plus quoi en faire. Le scénario est globalement bien écrit, et on le remercie de ne pas s'être encombré d'histoire d'amour à la con comme les séries occidentales aiment tant. Néanmoins, on peut tout de même lui reprocher quelques facilités et des dénouements qu'on voit arriver gros comme le nez par manque de substance scénaristique (ce n'est pourtant pas le cas d'habitude dans les réalisation coréenne), surtout que certains éléments ne servent pas l'intrigue et ne sont pas véritablement utile si ce n'est étirer la série pour la faire durer. L'intrigue secondaire aurait pu, quant à elle, être un peu étoffée.Finalement, cela aurait pu être beaucoup mieux avec un travail plus en profondeur des personnages autres que Seong, ainsi qu'une meilleur utilisation des personnages secondaires dans l'intrigue, par exemple on à l'impression que Ali (!)spoiler(!) n'a été ""élevé"" uniquement pour mourir et servir le propos moralisateur (!).En fin de compte, Squid Game est une série agréable qui souffre d'une réalisation paresseuse, trop imparfaite pour prétendre au titre de chef-d'oeuvre.",Publiée le 11 octobre 2021,"0


0",Suivre son activité,2
"2,0","Oui bof on en fait beaucoup pour pas grand-chose. Parlons d’abord de la violence, elle n’excède pas celle de beaucoup de séries, certains épisodes de Black Mirror sont bien plus perturbant et angoissant. Ici la violence semble insignifiante, les 200 et quelques morts dans le premier épisode pendant la partie de 1-2-3 soleil nous sont aussi indifférents que ceux d’un jeu vidéo dont la série reprend l’esthétique. Sur le plan esthétique justement rien de nouveau, tout semble repris de films et de séries de ces cinquante dernières années, comme la musique classique douce dans un milieu carcéral futuriste, on a vu ça des dizaines de fois, et Le beau Danube bleu ! 2001, l’odyssée de l’espace est sorti il y a 53 ans !Les cliffhangers sont grossiers, tous les jeux se terminent à la dernière seconde avec les héros à la fin. Un exemple : à la fin du premier jeu il en reste 201, un joueur veut appliquer la règle qui dit que l’on peut tout arrêter si la majorité le décide. Comme par hasard il y aura 100 oui et 100 non, et comme par hasard celui sur qui tout se décide et l’un des héros.D’autre part je n’ai pas vraiment apprécié certains acteurs/actrices surtout l’acteur principal et son air perpétuel d'enfant étonné, il est vrai que le personnage est assez simplet, en tous cas dans les premiers épisodes.Sinon cela se laisse voir, et y aura toujours des critiques pour dire que c’est une dénonciation de notre monde, l’appât de l’argent, la société ultralibérale ou que sais-je.
spoiler: 
Tout petit twist dans le dernier épisode, assez prévisible d'ailleurs. Finalement on sait très peu de choses, on est bon pour une deuxième saison mais je ne sais pas si je vais suivre.",Publiée le 19 octobre 2021,"1


0",Suivre son activité,3
"3,5","Une bonne série de ""Genre"",malgré des personnages un peut caricaturaux ,une intrigue prévisible, le casting est un sans faute et la réal est soigné.A voir",Publiée le 21 septembre 2021,"1


0",Suivre son activité,4
"4,0","La violence de la série est à la hauteur du désespoir des participants. Et si jouer pour mourir, en fin de compte ce n'était pas la vie de chacun comme si la plupart de nos vies ne servaient à rien, vite née, vite oubliée à moins d'avoir de l'argent pour en profiter. Belle série qui fait réfléchir.",Publiée le 30 novembre 2021,"0


0",Suivre son activité,5
"2,5","le film est long à démarrer, les acteurs sur joue on est sur du film coréen c'est un peu normal. les scènes de violence sont plus ou moins réussi, du sang un peu partout, on serait plus sur des scènes de gore, l'histoire est poussive, je n'ai pas accroché.",Publiée le 19 octobre 2021,"1



0",Suivre son activité,6
"4,0",Étonnamment surpris par la qualité de la série sans concession avec le spectateur pour satisfaire ses enjeux quitte à être difficilement soutenable par moment.Pas hyper fan de la fin mais c'est du très très bon !,Publiée le 29 septembre 2021,"0


0",Suivre son activité,7
"3,5",C'est une bonne série divertissante avec de nombreux rebond. Le tout est en revanche très similaire en tout point à animal world. La série n'invente rien et ne surprend pas vraiment. J'ai malgré tout passé un bon moment à regarder la série.,Publiée le 11 octobre 2021,"0


0",Suivre son activité,8
"3,0","[SPOIL]Série intéressante, entraînante cependant quelques longueurs sont à noter, on a parfois envie d'avancer.Une fin que je trouve assez bâclé et décevante. On ne comprends pas bien les intentions du créateur du jeu. Et encore moins qui sont les VIP? Pourquoi Cho Sang-woo, après avoir gagner finalement n'assume pas sa fille et le petit frère de l'autre finaliste ? Enfin bref pleins de petites questions que je me pose. L'histoire est tellement bien construite au départ qu'on s'attend à tellement de choses et finalement, on reste sur notre faim.À voir, s'il y a une saison 2. Bien que le réalisateur ait fait comprendre qu'il était déjà fatigué d'avance de réaliser une seconde saison...",Publiée le 28 septembre 2021,"0


0",Suivre son activité,9
"3,5",plutôt sympa . j'ai hâte de voir la saison 2,Publiée le 14 janvier 2022,"0


0",Suivre son activité,10
"3,0","Vu les critiques élogieuses je me suis laissé tenté par cette série.Finalement je suis assez déçu, pas mauvais mais surévalué à mon gouts.Beaucoup d'incohérences et certains personnages insupportables.Je ne regarderai pas la saison 2 pour ma part, il a mieux....dispensable.",Publiée le 11 octobre 2021,"0


0",Suivre son activité,11
"2,0",Qu'est-ce qui m'as donné envie de regarder cette série ? Alice in borderland. Après plusieurs épisodes je me demande encore où est l'intérêt... Les Jeux? Un prétexte pour de la violence et du Gore en veux tu en voilà. Le scénario ? C'est plat et aucun suspence digne de ce nom. Les personnages sont mous et les dialogues d'un ennuie infinie. Je ne comprends vraiment pas cette hype autour de squid game.,Publiée le 11 octobre 2021,"1


0",Suivre son activité,12
"3,0","Une note de 3/5 pour l'ensemble de la série, excepté la fin qui est un véritable 1/5, dénué de tout sens.",Publiée le 6 octobre 2021,"1


0",Suivre son activité,13
"1,5","Rien de crédible , pas compris l'engouement pour cette série, les acteurs sont horribles , scénario niveau 10 ans",Publiée le 30 octobre 2021,"1


0",Suivre son activité,14
"1,0","spoiler: 
Saw mais en moins bien,
Les personnages sont encore plus idiots que dans cette saga, le game master est un pâle copie de John Kramer et les dénouements sont prévisibles et moins impactant. On devine dès le début qui va gagner. La série est très très lente, il faut attendre l'épisode 6 pour quelque chose d'intéressant.",Publiée le 17 novembre 2021,"1


0",Suivre son activité,0
"3,5","Bonne série, très divertissante et au scénario prenant. Comme c’est coréen il est de bon ton d’encenser de façon exagérée pour se faire passer pour un cinéphile émérite. On est pas sûr du cher d’œuvre mais il n’en reste pas moins que la proposition est bonne et qu’on englouti ça d’une traite avec plaisir !",Publiée le 11 octobre 2021,"0


0",Suivre son activité,1
"3,0","Sur-côté, prévisible, incohérent.. Mais bizarrement on passe un bon moment (grâce à la direction, aux acteurs et à la mise en scène (la bande son n'est pas désagréable non plus))incohérent : 
spoiler: 
LA majorité des joueurs ont voulu arrêter le jeu scandalisée par le traitement reçu -> beaucoup de plainte à la police devrait être déposées suffisamment pour que les flics y croient, il devraient aussi pouvoir trouver au moins un de ces plaignants suffisamment désireux de se venger pour qu'il joue les infiltrés, en se faisant implanté un tracker gps sous cutané permettant de trouver l'ile (entre leur 1er participation au 1er jeu et la session suivante). Aucune raison de payer le gagnant plutôt que de l'abattre et c'est pas la pseudo raison de l'épisode final qui me fera changer d'avis (tellement simple de buter le vieux et de se partager le magot si lui veut respecter les règles de son petit jeu de psycho)
prévisible : 
spoiler: 
Dès qu'on sait que le frangin du flic a été vainqueur en 2007 (de mémoire) on se doute très fortement (perso j'étais prêt à parier à 10 contre 1) que son frère est le mec au masque noir.
Sur-côté : 
spoiler: 
pour les raison précédente et parce que des milliardaires qui font s'affronter des pauvres dans un jeu à mort c'est du déjà vu donc la série ne compense pas ses incohérences et sa prévisibilité par un concept si innovant",Publiée le 20 octobre 2021,"0


0",Suivre son activité,2
"5,0","Excellent ! Assez trash, dark, sacrifice humain malheureusement.. J'ai dévorer la série en une nuit !On accroche très vite, scénario bien travaillé..",Publiée le 4 octobre 2021,"0


2",Suivre son activité,3
"3,0","Je ne comprend pas l’énorme succès de cette série auprès des jeunes, des 6emes jouent à «  Squid Game » dans la cour de récré, c’est invraisemblable étant donné la noirceur et le désespoir de cette série. 20% de la série est consacré au jeu, l’autre pourcentage est une vraie critique sociale de la situation en Corée. Le problème de répartition sociale ( des gens très riches et d’autre qui crèvent la faim), là-bas ils n’ont pas la sécurité sociale comme nous, nous l’avons en France. Je trouve qu’il y a des scènes très violente pour des jeunes gens et que la jeunesse n’est absolument pas le public visé par la série. De toute manière, ils n’ont retenu que le côté jeu et non le côté dénonciation sociale. C’est une bonne série qui a failli m’arracher des larmes ( hello l’épisode 6) et qui fait relativement réfléchir au monde qui nous entoure. J’ai plusieurs fois eu peur pour les personnages au cours des jeux. C’est très très bien fait, les décors sont superbes, et l’idée des jeux est relativement brillante, prendre des jeux de notre enfance, pour les transformer en chaos ou il est dure d’échapper à la mort. Par contre, je n’ai guère aimé la fin , que j’ai trouvé peu crédible. C’est un peu dommage car j’ai trouvé que c’est sorti de nulle part et que ça n’avait pas beaucoup de sens. Ce n’est pas la série du siècle, mais néanmoins, je conseille cette série pour les gens mâtures , je déconseille aux jeunes ( les enfants qui sont en primaire par exemple) car je juge cette série trop noir et violente.3/5",Publiée le 13 janvier 2022,"0


0",Suivre son activité,4
"3,5","Bien ficelée, minimaliste, cohérente, bien joué.Scénario simple et côté psychologique parfois faible à mon goût.Longueurs pertinentes (ou non), un mystère bien gardé.",Publiée le 3 octobre 2021,"0


0",Suivre son activité,5
"4,5","Une série géniale car elle depeint par une métaphore sur les jeux la société cruelle dans laquelle on vit... Où les endettés ne valent rien, où les riches s amusent et considèrent les humains comme des pions. La violence ' est jamais gratuite mais au service de l intrigue, et ' est pas d ailleurs ce qui est le plus violent.... Petit bémol pour la 
spoiler: 
fin où je trouve incohérent le fait que le personnage principal n aille pas de suite voir sa fille. 
, et 
spoiler: 
la raison pour laquelle ce jeu est créé. J imaginais une raison encore plus choquante voire "" humaniste "" ( les réhabiliter, leur faire prendre conscience de leurs erreurs ...) . Enfin l intrigue du policier est intéressante mais retombe comme un soufflet , du moins pour l instant.
...Bref une satire sociale bien plus fine que certaines séries françaises très 1er degré. A voir !",Publiée le 2 octobre 2021,"0


0",Suivre son activité,6
"4,5",Vraiment génial ! L'histoire est très bien écrite et les acteurs jouent très bien leur rôles. Je recommande même si la série le fait très bien toute seul.,Publiée le 11 octobre 2021,"0


0",Suivre son activité,7
"3,0","Oh la la 4,2 ça ne les vaut pas. Le concept est original, les décors aussi. Je n'ai pas été du tout touché émotionnellement. C'est un faux buzz, l'engouement n'est pas justifié. Ça se laisse voir, c'est un peu longuet.",Publiée le 13 octobre 2021,"0


0",Suivre son activité,8
"5,0",Tout simplement magnifique cette série sud coréenne il y a de la violence mais aussi beaucoup d'émotions dans cette serie j'espère voir une 2 -ème saison sur Netflix .,Publiée le 30 septembre 2021,"0


3",Suivre son activité,9
"4,5","Je l'ai trouvé superbe: la critique de nos valeurs capitalistes, de nos liens et leur ambivalence, de nos secrets cachés et notre détermination face au danger (ou même la mise en abime des vip avec nous les spectateurs).Une quête du sens de la vie en soi avec sa question redondante: ""pourquoi?""Beaucoup compare cela à BR mais je trouve plutôt que c'est inspiré de Kaiji une série animé japonaise (Gyakkyou Burai Kaiji).Un bémol pour le dernier épisode décevant pour moi, ça ne va pas assez loin dans les réponses et le plot twist est si attendu.",Publiée le 28 septembre 2021,"0


0",Suivre son activité,10
"1,0",Je me suis fait pipi dessus. Nan mais sérieux donnez un oscar à cet homme. c'est ce que j'aurais dit si je n'vais pas vu la couleur de l'eau depuis un bail. Sérieusement les jeux d'acteur pour certains ça va encore mais bon ça casse pas trois pattes à un canard,Publiée le 17 février 2022,"0


0",Suivre son activité,11
"5,0","On aime ou déteste ! Personnellement j'ai trouvé cette série intéressante même si c'est plutôt long a démarrer. J'ai trouvé l'idée bonne, cela pose question sur le pouvoir de l'argent et les travers de la société. On s'attache aux personnages. Il y a aussi une fin surprenante à laquelle je ne m'attendais pas",Publiée le 17 novembre 2021,"0


0",Suivre son activité,12
"4,0","Ne pas s'arrêter au début du premier épisode qui peut laisser supposer une série qui ne fait que surfer sur le violent et dérangeant. Les coréens nous proposent ici, une pépite qui, comme à leur habitude, allie violence, critique sociale, philosophie, et poésie. Une très bonne série.",Publiée le 5 février 2022,"0



0",Suivre son activité,13
"4,5","Superbe !On ne ressort pas indemne du visionage et des aspects sociologiques qu'elle aborde.Une grande série, avec une fin, pas un truc à rallonge pour faire du pognon sur 5 ans. Même si une saison 2 voit le jour, cette seule et unique saison se suffit à elle même.",Publiée le 16 octobre 2021,"0


0",Suivre son activité,14
"3,5",Très divertissant. L'épisode 1 est un peu long puis on rentre dans le vif du sujet. Nous sommes tenus en haleine et certains personnages sont très attachants (par exemple candidat numéro 1).Cependant rien de révolutionnaire dans cette jolie série qui mérite d'être vue mais sans autant d'éloges.,Publiée le 28 octobre 2021,"0


0",Suivre son activité,0
"3,0","Alors oui, passées la violence des scènes quelques peu trop longues et gratuites (ai bout d'un moment ça va, on a compris), on se laisse prendre à vouloir savoir comment cela va se terminer. Même si on se doute de la fin du jeu (un peu cousu de fil blanc), 
spoiler: 
la fausse bonne idée du vieil homme qui est en fait le créateur, n'est pas vraiment crédible.
..il y a de bonnes intentions dans cette série mais beaucoup d'incohérences. Elle tient surtout grâce à une certaine intensité.Bref, se regarde mais on est loin de ""Breaki'g Bad"" et l'engouement des très (trop) jeunes pour cette série m'apparaît inquiétant voire malsain !",Publiée le 28 octobre 2021,"0


0",Suivre son activité,1
"4,5","Une bonne série dans l'ensemble, pas de fausses notes notables. La série est bien fichue, pleine de surprise et de suspens, le tout dans une ambiance très singulière qui change clairement du monde télévision américain. Un concept simple finalement, mais rafraichi par la mise en scène et le coté jeux pervertis.Note : Série vue en VO",Publiée le 9 février 2022,"0


0",Suivre son activité,2
"5,0","Série qui fait sensation pour tous, mais je vais sortir de ce cercle fanatique :Cette série est très touchante avec des personnages aux histoires touchantes, on apprécie très vite la bande de gens ""sympa"" auquel on les voient finir ensemble alors qu'il est censé n'y avoir qu'un seul gagnant...Ce que j'ai surtout aimé dans cette série, c'est l'aspect psychologique, on sent la détresse financière, de la société chez les participants, la fameuse règle ""le jeu s'arrête si la majorité des participants décident d'arrêter"" elle tes puissante = parce que au vue des jeux dangereux, Comment ils ne peuvent pas vouloir s'arrêter ???...... En fait la vie normale est plus dur et ils ont plus d'ambition dans ce jeu.En fait cette série est plus profonde que les fana l'estime, qui ne voit que la dangerosité du premier jeu pour se donner de l'adrénaline, c'est pour ça qu'on dit qu'il est surcôté, ça mérite plus d'intérêt pour le côté émotionnel, psychologique et scénario type asiatique. Certes la prod a voulu faire les choses en grand (soldat en rouge avec casque fun, des pièces immenses, un chef badass, mais au fond tout ça c'est la luxure qui se marre des gens pauvres dans une course hippique.Cette série cache plein de détail caché et bien recherché, à la fin on se pose mille question et mille théorie, et ça a du mérite d'être remarqué dans l'occident.J'ai pas parlé des personnages car ya trop à dire, beaucoup de participants sont intéressants et ont du caratères, même le lèche-botte de Deok-Su, et c'est typique de ce qui est asiatique.Je recommande forcément, que vous surfez sur la mode ou en dehors, ça vaut le coup d'apprécier cette série.",Publiée le 11 octobre 2021,"1


1",Suivre son activité,3
"4,5","Une série Netflix comme il y en a peu. On est loin des sentiers battus habituels, l’histoire est particulièrement intéressante, l’intrigue et l’ambiance générale nous tiennent en haleine sans s’essouffler, et que dire des acteurs Coréens !! On reconnaît l’esthétique propre a Netflix qui fonctionne bien ☺️",Publiée le 29 septembre 2021,"0


0",Suivre son activité,4
"3,0","Bien filmé, bien joué, belles couleurs.Gros problème de rythme dans la série, et certains détails sont totalement invraisemblables, ça saute aux yeux et c'est très gênant : 
spoiler: 
un coup de barre de fer dans le bras du policier c est censé le brisé en morceaux
, c'est le genre de petits détails qui empêche de croire à cette histoire.",Publiée le 3 octobre 2021,"0


0",Suivre son activité,5
"2,0","Globalement mauvaise, cette série ne trouve rien pour la sauver. Les acteurs sont assez mauvais, les décors et l'intrigue sont trop classiques et le scénario est cliché et téléphoné comme jamais. Je cherche encore à comprendre d'où lui sort ce succès tant ça n'est pas bon... Les goûts et les couleurs",Publiée le 23 novembre 2021,"0


0",Suivre son activité,6
"4,0","Comme tous le monde j'ai apprit que cette série existait grâce à l'espèce de gigantesques hype qu'elle a suscité sur les réseaux sociaux. Et ça c'est pas une bonne chose, parce plus on me sur-vends un truc moins j'aurai envie de le regarder et moins je vais l'apprécier J'ai donc lancé le première épisode en ayant pas de grosse attente, plus parce que je n'avais rien d'autre à regarder. Premiere épisode que j'ai trouvé bon, pas excellent non plus mais quand même assez réussie. Les 4 épisodes d'après (donc jusqu'au 5) m'ont fait ni chaud ni froid, quelque bonnes idées parce si par la mais rien de fou non plus Puis viens l'épisode 6. C'est simple c'est épisode m'a mit une sacré claqué, c'est l'épisode où il se passe le plus de chose. Les dilemmes moraux prenne aux tripes et la fin est franchement émouvante. De cette épisode jusqu'à la conclusion la série est vraiment excellente sur beaucoup de domaine, pour l'une des rares fois je comprends totalement la hype que la série à suscité. On regrettera juste un début de série mise à part le pilote un peu mou avec des longueurs et une mise en scène parfois bonne mais souvent peu recherche, mais grâce à ses personnage, son scénario et son écriture on a l'a une série plutôt excellente",Publiée le 19 octobre 2021,"0


0",Suivre son activité,7
"4,0","Tout les épisodes n'ont pas la même intensité, mais ca tapote quand même sec et l'ensemble reste jouissif.",Publiée le 12 février 2022,"0



0",Suivre son activité,8
"3,5","j'ai lu les critiques avant d'écrire la mienne. C'est vrai que c'est dur et sanglant. Mais s'il y a du sang moi je trouve le sujet plus intéressant qu'il ne semble. car quand on creuse que voit on: la nature humaine qui est à chier. On dit être humain j'ai vu l'être je cherche l'humain. De riches oisifs blasés s'amusent à regarder les surendettés obligés à faire des jeux d'enfants transformés en jeux mortels. Et ces joueurs aidés par l'appât d'une coquette somme, se prêter au jeux. Je trouve que le plus terrifiant c'est pas les costumes, les masques, c'est quand ils l'enlèvent et que finalement ils ont un visage comme tout le monde: ce sont des êtres humains. Pourtant tout le monde tient bien le rôle que le système attend d'eux: ceux qui tuent les joueurs perdants, qui évacuent les corps pour le plaisir des riches...Dans la vie cela s'appelle la guerre, faite par les pauvres pour les intérêts et le plaisir des riches. certains sont choqués par le sang, le manque d'humanité etc..;Mais le vernis de la civilisation est très mince; les riches vont en Thailande se payer des gamins et des gamines. Il y a eu l'affaire d'Auxerre ou des riches torturaient des jeunes filles jusqu'à en tuer. Le dossier qui était très volumineux a disparu du tribunal et il n' y a jamais eu d'enquête. Tous les riches ne sont pas à ce point, non mais qui sait si quelque chose de ressemblant ne remplacera pas les guerres un jour. Malgré tout il y a des moments d'humanité chez certains joueurs qui peuvent s entre-aider ou se sacrifier. Il y a ces femmes nues qui sont figées pour que les vip puissent poser leur jambe sur les corps nus: est on si loin de la réalité? Tous servent le système sans états d'âmes: est on loin de la réalité? personnellement je ne prends pas de plaisir à regarder la déshumanisation. Mais quand on regarde notre monde, est il plus humain? Les acteurs jouent comme le font les asiatiques: surjoué en exagérant les gestes, en clignant beaucoup des yeux, ce qui rend les personnages caricaturaux, mais on y trouve toute la tragédie humaine: la trahison, le chacun pour soi, prêt à tout pour gagner une forte somme d'argent et ne pas mourir: et ceux qui organisent le jeux à tous les niveaux avec cette grande froideur, et la voix qui annonce que le jeux va reprendre avec une candeur c'est ce qui fait la particularité de cette série: et savoir jusqu'ou les candidats sont prêts à aller. c'est fascinant et ça fait froid dans le dos. ce n'est pas mon style de série préféré mais il fallait oser montrer la nature humaine crument telle qu'elle peut-être, et ou la richesse ou la pauvreté peuvent nous conduire",Publiée le 1 novembre 2021,"0


0",Suivre son activité,9
"0,5",Alors la je ne comprends pas le buzz autour de cette série L'idée de base est pas trop mal mais alors entre des épisodes qui tirent en longueur et des rebondissements attendus cette série est un feu de pailleOn s'ennuie énormément,Publiée le 29 janvier 2022,"0


0",Suivre son activité,10
"4,0","D'habitude, j'avoue ne pas m’intéresser à tous ce qui est Coréen mais là, ma copine m'a un peu forcée à regarder et j'avoue avoir été agréablement surpris. J'ai tous de suite accroché au concept. Très bien imaginé, les acteurs, sans grande expérience, ont un jeu d'acteur vraiment très convainquant et l'idée est vraiment perçante. Franchement, je ne m'attendais pas à ça du tout. D'habitude, je ne suis pas très série, mais "" Squid Game "" j'ai vraiment adoré. Que le jeu commence. 8,5/10",Publiée le 12 octobre 2021,"0



0",Suivre son activité,11
"1,0","Je n'ai pas mis la note minimum car j'ai tout de même fini la saison. Quelle erreur ! Ce n'était que déception sur déception. Le scénario n'invente rien du tout. Tous les twists sont anticipés à vous faire pleurer (de rire) tellement il était simple de les deviner. Je n'ai aucun problème avec la violence dans les séries mais celle-ci n'apporte rien elle est juste ennuyante à mourrir et dessert la pseudo moralité ""gneu gneu gneu l'argent n'achète pas le bonheur"". Wow. Une révélation. Aussi gênant qu'un clip de rap avec des meufs à poil et Jean-Marie Bigard au milieu.",Publiée le 14 janvier 2022,"0


0",Suivre son activité,12
"4,0","je le conseille vivement première série korean que j'apprécies tout y est action, avanture, suspense, thriller et tout ce qu'on peut imaginer pour faire vivre une actionhttps://vm.tiktok.com/ZMR7u2ysq/",Publiée le 29 septembre 2021,"0


0",Suivre son activité,13
"3,5","La série est vraiment bien jusqu' àl épisode 8, après ça devient nul.. La fin est vraiment du Grand n importe quoi. C est dommage.",Publiée le 2 octobre 2021,"0


0",Suivre son activité,14
"1,0","Une série qui fait passer le temps. La chute est plus ou moins prévisible selon moi (avec un méchant dans le même état que celui dans ""Saw"" mais en moins bien). Tout le monde parlait de cette série comme LA série du moment, alors j'ai été plutôt surprise. Aucun attachement particulier pour les personnages, pas d'émotions particulières ressentis lors des scènes qui auraient dû être pleines d'émotions. Parfois un jeu des acteurs qui pourrait laisser à désirer, comme des exagérations grotesques. Enfin bref, je ne comprends pas tout l'engouement sur cette série, mais ce n'est que mon avis.",Publiée le 5 février 2022,"0


0",Suivre son activité,0
"3,5","C'est une bonne série mais il y a un problème majeur selon moi : en 9 épisode je ne me suis jamais attachée aux personnages. Lors des morts lâche éventuellement un ""ohhhh"" de déception mais c'est tout. C'est une bonne série mais je l'aurai sûrement oubliée d'ici une semaine...",Publiée le 8 octobre 2021,"0


0",Suivre son activité,1
"3,0","C'est assez incroyable, jusqu'à l'épisode 6 qui est clairement le meilleur de la série, et qui finit sur une apothéose dramatique. Les acteurs sont très bons, même si la folle devient un peu lourde à la longue. Les autres personnages sont attachants et on a vraiment envie de connaître la suite, qui vivra et qui mourra. Tout ça va crescendo jusqu'à la fin de l'épisode 6 déjà cité, et périclite dangereusement vers le bas à partir du début de l'épisode 7, pour s'achever sur une déception digne de la fin de Game of Thrones. La fin de Squid Game n'a pas vraiment de sens, laisse énormément de question sans réponses, en suspens, il y a beaucoup trop d'inconnues qui subsistent, et c'est bien dommage, car ça gâche le plaisir. Le pire étant l'explication finale, le pourquoi du comment de tels jeux ont pu s'organiser, qui m'a vraiment déçue ainsi que mes amis qui ont regardé avec moi. Toutes les critiques de la presse ne sont clairement pas objectives, car elles encensent une série qui excelle sur sa première moitié c'est vrai, mais est vraiment nulle, pauvre scénaristiquement, et ne peut objectivement que décevoir sur la seconde moitié.",Publiée le 14 octobre 2021,"0


0",Suivre son activité,2
"3,5",Bons débuts qui donnent envie de continuer mais des le 3 ou 4eme épisode ça ralentit fortement voir épisode très lent avec peu d'intérêt malgré des jeux de survie intéressants,Publiée le 14 janvier 2022,"0



0",Suivre son activité,3
"4,0","Très bonne série qui tient le suspens jusqu'au bout .. Bon jeu des acteurs , gore comme il faut ..A voir",Publiée le 11 octobre 2021,"0


0",Suivre son activité,4
"3,5","Squid game ; une série dure et violente et biensur c'est plutot réussi .Dés le premier épisode nous sommes pris par l'intrigue; à travers l' histoire du personnage principal qui fera tout pour rester humain. mais dans ce monde là,les règles du jeu sont mortelles. Alors c'est cruel, sidérant, et à la fin il ne doit qu'en rester qu un.",Publiée le 17 janvier 2022,"0


0",Suivre son activité,5
"4,0",Série plaisante et dérangeante à la fois. Je suis convaincu de son inspiration Kubrickienne tant sur le scénario les décors et la musique,Publiée le 9 octobre 2021,"0
 

0",Suivre son activité,6
"3,5","Cette série est agréable à regarder car l'esthétique est très bien faite. L'histoire est bien menée mais cependant j'ai eu du mal à comprendre l'engouement mondial pour cette série. Les similitudes avec d'anciens films /séries asiatiques comme: Liar game, Battle royal voir 3% (série brésilienne) qui eux n'ont pas eux cette chance et qui méritent autant... Je ne comprends pas trop.Mais bravo Netflix je regarderai surement la saison 2!",Publiée le 7 octobre 2021,"0


0",Suivre son activité,7
"5,0",Bonjour vraiment incroyable je l'ai regardé avec mes 2 enfants 16 et 17 vraiment flippant bcp de scène de morts c'est cela qui m'a le plus marqué sachant que les Personnages ne le savaient pas ou sinon dans l'ensemble les acteurs sont top il joue trop bien. Alors l'idée du film Les jeux les décors tous quoi vraiment génial et bien pensé vous êtes forts les coréen.,Publiée le 11 octobre 2021,"1


1",Suivre son activité,8
