Note,Description,Date,nombre_good,nombre_follow,key
"0,5","C'est nul !Une sorte de Hunger Game mal joué. C'est à la mode, notamment chez les jeunes, car l'idée semble provocatrice pour ceux qui n'ont jamais vu ce concept de jeu de la mort dans les films. Pour moi c'est ""Ah encore !"", comme pour les séries de zombies.Les acteurs sont mauvais, caricaturaux. Ca bavasse sur le sens de la vie. Comment peut on être tout sourire quand on risque sa vie ? Mention spéciale au couple de truand tout droit sorti d'un mauvais manga.Le scénario est sans aucune surprise. On sait dès le début qui va gagner, pourquoi ce jeu existe etc...J'ai eu l'impression de regarder SanKuKaï avec ses monstres en carton-pâte et ses mauvais acteurs.",Publiée le 26 octobre 2021,"3


0",Suivre son activité,0
"1,0","Alors que le thème de survie dans un jeu mortel a déjà été réalisé auparavant par d'autres films ou série, la mise en scène ici mérite-t-elle le détour ? Bien évidement ayant une origine coréenne, je m'attendais à avoir trash et gore, avec une légère inquiétude, mais au final j'ai vu pire. Bien que la série se regarde aisément car le rythme est réussi, c'est assez pauvre et les situations bien attendues, pas vraiment de surprises. Le décor et les costumes sont assez remplis de clins d’œils au gamer, avec je pense un public cible plutôt ado. Le surjeu des acteurs est exaspérant. Bien des éléments caricaturaux ou illogiques : 
spoiler: 
par exemple dès les premières balles de 1,2,3 soleil, forcément une panique hystérique et tous courent pour se faire supprimer, la caricature des VIP et ce pourquoi n'assistent ils pas aux jeux depuis le début
... Le final est très décevant et en contre-sens par rapport à ce qui a été présenté au début de la série : 
spoiler: 
à peine sorti la 1ère fois, les débiteurs sont à la chasse, il ne pense qu'à rembourser, et il commence à ouvrir plus le yeux sur sa fille, et à la fin, on se retrouve qu'avec le personnage principal du début comme seul gagnant - pourquoi pas plusieurs ? -, qui n'est plus chassé par ses débiteurs, qui ne pense rembourser personne, qui ne veut faire aucun don, et qui ferme les yeux de nouveau sur sa fille
... Ce qui me gêne beaucoup dans cette série c'est son positionnement moral, 
spoiler: 
par exemple : le sexisme et l'image de la femme, la triche plus grave que le trafic d'organes ou le meurtre (assassinat par le maître du jeu du soldat rouge divulguant à l'avance le jeu suivant), comparer une course de chevaux non mortelle à une chasse à l'homme létale
...Je suis atterré que jeunes ou moins jeunes puissent trouver tant d'exaltation dans cette œuvre.",Publiée le 14 octobre 2021,"2


0",Suivre son activité,1
"3,5","Une idée très astucieuse , un scénario bien construit. Des épisodes qui s'enchaînent avec logique et sans temps mort. De très beaux décors, une esthétique très soignée , très visuelle , un peu kitsch. Toute la créativité coréenne à l'oeuvre . Un bon suspens et un finish astucieux , en font une bonne série .",Publiée le 12 décembre 2021,"0


1",Suivre son activité,2
"4,0","Série addictive il en est vrai, série culte, elle l'est déjà, par contre je trouve la fin assez décevante, 4 étoiles !",Publiée le 19 octobre 2021,"0


1",Suivre son activité,3
"4,0","Squid game est une série qui comme sont succès mérite pour les personnes qui aiment les séries au scénario complètement décalé d'être vu.Assez violente,une série destiné à un public avertis.Quand la violence rythme avec succès,ne serais ce pas l'image de notre société actuelle malheureusement.Une suite est prevu,en espérant qu'elle arrivera à se réinventer.",Publiée le 14 décembre 2021,"0


1",Suivre son activité,4
"4,0","Sorte du Prix du danger version 2020 ou encore plus proche de Battle Royale de Tashi Kitano, Squid Game alterne entre moments de découverte sur les personnages et des jeux enfantins sanguinolents. Il faut bien reconnaitre que l'intérêt de cette série rédide dans les jeux où le suspense est à son comble. On en sait jamais sur quoi vont tomber les candidats malheureux. L'atmosphère est superbement mis en scène avec des costumes et des masques. La touche visuel des costumes verts pour les pauvres candidats et les rouges pour la police du jeu, permet de laisser une trace dans notre imaginaire et d'en faire un objet culte (les auteurs ont bien compris l'intérêt des tenues à l'image de ""La Casa del Papel"").Une très bonne série dans le genre survival avec du suspense bien amené.",Publiée le 19 octobre 2021,"0


1",Suivre son activité,5
"2,0","Malgré une idée de base plutôt intéressante, ça ne prend pas, trop long à s'installer, après 1h de blabla, j'ai décroché.",Publiée le 20 septembre 2021,"2


14",Suivre son activité,6
"2,5","Je suis assez mitigée sur cette série , ça démarre plutôt bien , on s 'attache a quelques personnages et bien sur on en déteste d 'autres . L'idée est plutôt bonne de base , le premier jeu est un peu flippant mais 
spoiler: 
la grosse panique général est bam la moitié des joueurs est déjà mort 
 , ça va vite ! Le deuxième jeu est bien orchestré aussi , mais ce coup la les joueurs savent a quoi s 'attendre , encore une fois c'est assez radical , et puis le scénario devient prévisible , 
spoiler: 
le trafic d'organe
 mis en scène a coté n'est a mon avis pas franchement utile même si ca relève une fois de plus de la demonstration de la cupidité des gens . 
spoiler: 
le petit papy maitre d 'orchestre de tout cela , on le voit bien venir quand même puisqu'il est le seul perso que l'on suit qui ne meurt pas face caméra ou qu'on ne voit pas a terre ni dans un cerceuil 
 , le duel final est lui aussi très prévisible , pour moi une fin trés décevante , 
spoiler: 
le perso principal partant rejoindre sa fille aux états unis 
aurait été une bien meilleure fin , et cela ne fermait pas la porte a une saison 2 puisqu'il aurait suffit de repartir avec de nouveaux acteurs sur une nouvelles séries de jeux et d 'autres histoires propre à chaque personnage. le policier 
spoiler: 
qui vient pour retrouver son frère ainé est tué par ce dernier , frère qui a gagné les jeux et qui devient bras droit du maitre du jeu 
pour qui pour quoi on ne sait pas , c'est un peu tiré par les cheveux 
spoiler: 
tout ces gens qui meurent et qui sont brulés sur place
 sans que personne de leur proches ne s'inquiète de rien , depuis le temps que ça dure c'est quand même très étrange donc même si de base il y a de bonnes idées et de bonnes scènes ou on se dit ""oh la vache "" , la déception est quand même fortement au rendez vous , certaines scènes trainent en longueur , le scénario est prévisible",Publiée le 11 octobre 2021,"2


0",Suivre son activité,7
"5,0","l'originalité par rapport aux autres séries, c'est le visuel très coloré, le scénario surprenant et le casting. On a hâte de connaître le vainqueur",Publiée le 27 septembre 2021,"2


2",Suivre son activité,8
"4,5","C'est probablement le plus grand succès Netflix de tous les temps, c'est génial l'ambiance et le scénario macabre sont extrêmement bien fait et je ne suis absolument pas déçu",Publiée le 7 octobre 2021,"1


1",Suivre son activité,9
"1,0","Comme beaucoup d'autres, je ne parviens pas à comprendre ce qui a séduit tant de gens dans cette série. Je suis plutôt fan du cinéma Coréen, mais après deux épisodes extrêmement ennuyeux, je ne pense pas que j'aurai le courage de poursuivre. Le jeu des acteurs est médiocre, le scénario prévisible, le montage est mou, le tout est bavard, les personnages stéréotypés, la critique sociale niveau rédaction de 3e, le thème déjà vu et revu, battle royale, hunger games etc. Je ne comprends pas...",Publiée le 21 octobre 2021,"2


0",Suivre son activité,10
"5,0",Très bonne surprise . L'audiovisuel Sud Coréen est toujours aussi bon. Une bonne série qui se laisse regarder avec une intrigue qui nous tire vers les épisodes suivant. Les différents détail au cours de la série laisse entrevoir une suite. Le personnage principal est compliqué a apprécié au début mais laisse apprécier sa complexité d'homme rempli de remord et de tristesse du a la vie. Très bonne série avec de l'action et du sang. La série vous mets dans l'ambiance dés le premier épisodes et casse le rythme dés le deuxième. Le clush final est assez étrange mais permet de comprendre le reste tout en mettant en suspend les autres mystères. Une bonne série ou on attend la suite. Bon visionnage.,Publiée le 27 septembre 2021,"2


2",Suivre son activité,11
"4,5","Une très bonne série comme on en a tous rarement vu.Tout y est les acteurs, les décors, la mise en scène, les épreuves, la musique.Tellement de questions sont soulevées, comment des humains peuvent en arriver la pour de l'argent.C'est bien amené, c'est esthétique La production sud-coréenne a de beaux jours devant elleSeule déception la fin, ou on pouvait s'attendre a mieux Mais c'est excellent tout de même",Publiée le 6 octobre 2021,"1



1",Suivre son activité,12
"5,0","Si je devais décrire cette serie en 1 seul mot cela serait ""suprenant"". Je n'ai jamais accroché au style athipique des séries coréene mais à ma grande surprise Squid Game est devenue une de mes series preferée. Cette série trés intéressante avec une histoire bien ficelée nous donne envie de toujours en voir plus et atise notre curiosité à chaque épisode. Squid game nous offre une nouvelle manière de s'interroger sur la société et la dépendance de cette dernière à l'argent. De plus elle nous permet de voir de pret la reaction de différentes personnes confrontées à une situation de survie. Pour ce qui est du jeu d'acteur je ne suis absolument pas déçus, grace à ce merveilleux casting j'ai pu pour la première fois depuis longtemps ressentir certaines émotions comme la tristesse, l'angoisse, la colère ou encore l'exitation...Bref tout ca pour dire que je vous conseil fortement cette serie!!! 👍",Publiée le 4 octobre 2021,"3


2",Suivre son activité,13
"5,0","Woaw un chef d œuvre. Cette série est une critique constructive, détaillée et incisive de nos sociétés contemporaines. Il ne faut pas la voir que pour sa forme (qui est quasi parfaite au passage) mais surtout pour son message de fond. En synthétisant au maximum, le schéma du système capitaliste actuel ammene à la déshumanisation, la compétitivité, l alienation, la tristesse en étant d abord passé par la manipulation, l illusion et l infantilisation. Les scènes violentes sont métaphoriques et représentent les violences morales subies par les citoyens lambda qui sont donc manipulés par les élites. Et la conclusion est que nous devons nous accés sur l entraide au lieu du conflit. 
spoiler: 
C est pour cela ji hun ne rejoint pas sa fille, il abandonne ses intérêts personnels pour se tourner vers les personnes dans le besoin. 
 Ca se sent que le real est hyper impliqué et qu il a mis beaucoup de ses propres expériences dans ce show. Une série très intelligente qui fait beaucoup réfléchir si on se prend la peine de creuser le sujet. Pour la forme je n ai pas grand chose a dire, les acteurs sont géniaux et crédibles, l esthétique est incroyable, la bande sons excellente, le rythme est étouffant, vraiment woaw",Publiée le 30 octobre 2021,"0


1",Suivre son activité,14
"5,0",Excellent !! Personnage incroyable ainsi que les jeux !! Suspense tout le long de la série ! A regarder,Publiée le 20 septembre 2021,"3


2",Suivre son activité,0
"2,5","Unpopular opinion : série en proie à une popularité extraordinaire depuis sa sortie il y a peu sur Netflix. Par pur curiosité je me suis lancé dans le visionnage des 9 épisodes qui composent cette saison 1. Je n'ai rien trouvé d'assez fou pour expliquer cet engouement actuel. C'est loin d'être mauvais cependant, c'est bien tourné, le jeu des acteurs/actrices est bon, le scénario tient bien la route... Il y a une multitude d'éléments qui positionne cette première saison comme intéressante mais personnellement je n'ai pas été emballé plus que ça. Ce fut une découverte intéressante mais je ne poursuivrait pas la série s'il y a d'autres saisons à venir. Bien que ce ne soit pas la première fois que ce genre de scénario est proposé (participer à un jeu pour gagner de l'argent au péril de sa vie) cela reste tout de même visionable. Je peux comprendre que certains soit dingue du concept bien que cela ne soit pas mon cas mais je m'attendais tout de même à autre chose au vue de la popularité qui entour la série.",Publiée le 3 octobre 2021,"2


0",Suivre son activité,1
"5,0","Une série géniale . La première sur le streaming depuis bien longtemps ! Les acteurs très convaincants ! et les scénaristes méritent d'être oscarisés ! Ce qui est agréable quand on regarde une série coréenne, c'est que nous sommes épargnés de la propagande de la bien pensance qui domine les nouvelles productions du monde anglo saxon.",Publiée le 2 octobre 2021,"1


3",Suivre son activité,2
"5,0","Ayant entendu parler dans les quatre coins du monde de cette série, il est impossible de la louper à moins d'être vraiment une ermite coupée du monde. Après avoir vu la série, je suis totalement satisfait de ce fantastique drama de survie coréen, et je suis entièrement fan de l'incroyable travail qui a été produit pour réaliser une oeuvre d'une telle ambition. Tout d'abord je suis très admiratif du côté des personnages, qui sont tous jusqu'au bout réfléchi et originaux et les jeux d'acteurs sont, disons-le, coupe-souffle puisque ils permettent une introduction dans l'histoire considérable, et rien que le concept de ces jeux d'enfants est d'une originalité hors-normes et chaque épreuve de la série possèdent une maîtrise du suspense et d'une tension digne d'un film de Hitchcock (l'épreuve des verres est tout simplement fantastique d'ingéniosité dans la mise en scène). Les costumes et les décors peuvent aussi être mentionnés si l'on parle d'originalité, et tous les épisodes nous plongeront de plus en plus dans l'histoire, grâce a toutes les émotions et sensations dégagées que nous ressentons jusqu'à la toute fin totalement fabuleuse, avec son twist final mais aussi son intrigue ouverte, plutôt mystérieuse, qui, quant à elle, nous mettra un peu sur notre faim puisque le réalisateur n'a pas prévu de saison 2 donc c'est archi frustrant, mais je montre néanmoins mon entier respect face à une série si travaillée et fabuleuse, qui mérite entièrement son succès. 4/5",Publiée le 9 février 2022,"1


1",Suivre son activité,3
"4,0","Ce n'est peut-être pas la série du siècle et elle ne méritait pas le matraquage qui a été fait, mais elle ne mérite pas non plus les réactions épidermiques de rejet lues ci et là... La série est bien écrite, bien interprétée et développe bien la psychologie des personnages. Alors oui, il y a quelques longueurs et les VIP ne sont pas franchement convaincants mais la série sait ménager ses effets et est vraiment addictive.",Publiée le 1 novembre 2021,"1


0",Suivre son activité,4
"4,0","J'aime déjà ce genre de concept où on a une sorte de jeu sadique autour de pièges mortels : Saw, Cube, L'expérience, Hunger Games, Escape Games, Battle Royale...Ici on a une version coréenne en format série tout à fait passionnante : bon casting, joli design, bonnes idées de jeu...Pas incroyable face au reste mais très bon.",Publiée le 27 septembre 2021,"1


0",Suivre son activité,5
"3,5","3,5/5 Bien. Une bonne surprise, en neuf épisodes le rythme est soutenu, l'histoire avance plus qu'attendu à première vue, on peut espérer une trame de fond bien travaillée mais ce sera à confirmer dans la suite. Les épisodes s'enchaînent avec plaisir, les acteurs sont convaincants. Les ""ultimes rebondissements"" sont bien de marque asiatique, on peut s'y attendre grâce à quelques indices et le timing est un peu gros mais ça passe. Bien.",Publiée le 4 octobre 2021,"1


0",Suivre son activité,6
"4,0","Seconde série coréenne que je visionne après « Vagabond » et je trouve que c'est suffisamment efficace pour que l'on ait envie d'aller au bout de l'histoire. Bien sûr, c'est très violent comme de nombreux critiques le signalent. Seulement, l'immersion fonctionne bien, le déroulement du jeu est cohérent et l'on comprend les motivations de tous ces paumés aux abois. Il pourrait y avoir une suite mais pas sûr qu'elle attire autant les spectateurs car on sait tout ce qu'il est important de savoir lors du neuvième épisode.",Publiée le 12 octobre 2021,"1


0",Suivre son activité,7
"4,5","Il est surprenant de voir la recherche entre toute cette équilibre dramatique et horrifique, le tout, basé sur le thème à jeu. Squid Game est une excellente surprise.",Publiée le 12 octobre 2021,"1


0",Suivre son activité,8
"4,5","Lorsque cette série est sortie, en voyant tout l'emballement autour de cette série, je me suis dit ""bon encore une série du style Casa de Papel"", une série sur côtée etc. Elle ne me tentait donc pas du tout. Puis j'ai essayé et effectivement cette série est un OVNI comme j'ai pu lire sur un autre commentaire. On retrouve là un scénario, une série d'une qualité rare. J'ai eu récemment une claque en voyant le film Parasite. Et bien là c'est la même chose. La série n'est pas parfaite mais je la trouve tout de même excellente. 
spoiler: 
 On se doute par exemple de qui va gagner, mais je pense que la série n'essaye pas de nous le cacher. 
 Cette série va bien plus loin que ce qu'elle nous montre puisqu'elle veut nous faire passer un message que je laisse le soin aux spectateurs de découvrir. Et puis cela fait du bien de voir une série qui ne se soucis pas des critères de la bien pensance etc. Là on a une série vraiment unique, gore certes, mais quel régal...",Publiée le 3 octobre 2021,"1


0",Suivre son activité,9
"4,5","Difficile de ne pas adherer a la folie Squid Game. Ce n'est plus un secret, les Coreens sont des bons producteurs de films et series. Superbe ambiance, super acteurs et tout simplement superbe serie.",Publiée le 5 décembre 2021,"0


1",Suivre son activité,10
"2,5","Nouvelle série-phénomène de Netflix, Squid Games plait le temps d'un épisode puis déçoit. Donc un programme sur-côté coréen détrône un programme sur-côté français (Lupin) dans l'audimat netflixien, bon en même temps çà fait longtemps qu'on sait que majorité n'est pas égale à qualité. Et heureusement que Le Jeu De La Dame vient rehausser le podium. L'idée de base est bonne mais s'étiole très vite, les ficelles sont grosses, certains twists se devinent à l'avance et on se fout clairement du sort de chacun des personnages tant ils sont tous antipathiques. Et cette façon outrée de jouer de certains acteurs coréens est absolument insupportable, il faudrait peut-être songer à leur dire qu'à la télé on n'est pas au théâtre, pas la peine d'en faire des caisses pour que tout le monde en profite.",Publiée le 1 novembre 2021,"1


0",Suivre son activité,11
"3,5","Saison 1 : 3,5/5Squid Game, nouvelle série coréenne phénoménale qui a cartonné sur Netflix et partout dans le monde. C’était une belle surprise je suis d’accord. L’esthétique est magnifique et atypique, ce qui nous restera longtemps en mémoire ! On reste complètement figé à l’écran quand un nouveau jeu commence ! C’est bien joué et les personnages sont attachants, un superbe suspense et le rythme est bon. Espérons une deuxième saison !",Publiée le 2 novembre 2021,"1


0",Suivre son activité,12
"3,5","Je me retrouve dans le même cas que pour ""La Casa de papel"" : il faut trouver ça génial sinon on passe pour un ringard.Et bien ,non, je refuse ! La ""Casa "" c'est très innovant (surtout la saison1) mais ça ne me laisse pas sur le c*** comme je l'ai été un jour en finissant SEVEN , USUAL SUSPECT , le 6éme SENS ou THE GAME en autres films à twist final!!!!!!En parlant de La Casa de Papel ;le coup des combinaisons rouges et des masques dans Squid Game?? je vous laisse juge.... Revenons à Squid Game , j'ai aimé beaucoup de choses , je ne dis pas le contraire, mais de là a crier au génialissime ,il y a du chemin!! C'est du pompé Battle Royale , les gars , faut pas exagérer ,non plus!! J'ai aimé l'image (les décors en jettent,c'est vrai), certains jeux assez géniaux
spoiler: 
""1.2.3 soleil ""-""le jeu du pont de verre"" qui pour moi est le meilleur
 les persos qui jouent très bien pour certains quand d'autres sont horripilants (surjeux asiatique fréquent)mais dans l'ensemble c'est HYPER cliché et on devine de suite qui va survivre! L'épisode 6 est excellent sur la noirceur de la nature humaine mais certains épisodes sont creux et uniquement là pour trainer en longueur sur 9 épisodes .J'ai pas aimé les VIP avec le coté copié/collé ""Hostel"" , leurs masques boules à facettes ridicules et le coté habituel de la critique de la société riches et pauvres en Corée comme ailleurs. Pas plus que l'inspecteur infiltré qui ne sert pas à grand choseLe scénario ?? .... Pas de quoi s'extasier : du Battle Royale, Hunger games,Alice in Borderland et j'en passe! La fin 
spoiler: 
 le vieux monsieur qui se la joue SAW?
Oh! les gars , si vous n'aviez pas trouvé il ne faut plus regarder que les enquêtes de Scoubidou !! Très Gros 
spoiler: 
le chiffre 001 celui du Boss! Comment a t'il survécu: il connaît tous les jeux , retrouve sa maison dans sa rue et c'est le seul qui ne prends pas sa désormais célèbre bastos dans la tronche en plan direct, réfléchissez donc un peu ??
A voir ? Oui ; mais pas cultissime comme beaucoup de monde le dit !",Publiée le 7 octobre 2021,"1


0",Suivre son activité,13
"5,0",Ah ces coréens ils sont trop fort décidément ! Après l'exceptionnelle sweet home de l'année dernière sur netflix il nous ponde de nouveau une nouvelle serie excellente le suspense est haletant à chaque épisode on ne sait jamais à quoi s'attendre les rebondissements sont nombreux et imprévisibles et c'est ce qui est super sans parler du choix et du type des jeux sélectionnés pour les joueurs qui est vraiment très intéressant le casting lui aussi est impeccable....A regarder ça vaut le coup,Publiée le 24 octobre 2021,"0


1",Suivre son activité,0
"2,0","Pas terrible, prévisible et une seul saison aurait suffit.Série qui surfé un peu sur le succès d autre série sortie précédemment mais au final c est juste du réchauffé..",Publiée le 24 octobre 2021,"2


0",Suivre son activité,1
"5,0","Captivitante, innovatante, parfois drôle, parfois dramatique, ultra violente, gore, aux décors spectaculaires et aux superbe costumes, cette série vous met une claque dans la figure sachant qu'on ne sait d'où elle vient....Netflix prouve encore qu'il est largement capable de qualité dans sa création et continue à nous étonner. A voir mais nombreuses scènes de violence.",Publiée le 17 octobre 2021,"0


1",Suivre son activité,2
"2,5",J'ai détesté le jeu des acteurs. C'est en permanence sur-surjoué et j'ai trouvé ça insupportable. Sinon l'idée est bonne et l'histoire plutôt intéressante.,Publiée le 16 octobre 2021,"1


0",Suivre son activité,3
"4,0","Que dire sur Squid Game qui n'a pas déjà été dit ?Malheureusement, la série est maintenant tellement mis en avant et porté ""aux nues"" que forcément, des spectateurs s'attendant à quelque chose d'incroyable voire de jamais vu auparavant seront probablement déçus.L'ayant vu à son lancement sans parti pris, je l'ai trouvé intéressante, distrayante, bien joué et j'ai passé un bon moment. Et c'est bien là, pour moi, le principal.",Publiée le 13 octobre 2021,"0


1",Suivre son activité,4
"1,0","Je n'ai pas compris l'engouement autour de cette série, aucun personnage n'est attachant, ils sont tous très caricaturaux et s'enfoncent dans leur caricature. On devine rapidement le gagnant des jeux. Je passe aussi les scènes de génocide toutes plus gorgées de sang les unes que les autres ... oui c'est bon on a compris que vous vouliez mettre plein de sang partout et dans tous les sens ce n'est pas la peine d'y passer plus de 5 minutes par épisode. Les premiers episodes se laissent regarder si vraiment on s'ennuie mais la fin ne fait que rendre cette série encore plus mauvaise. Aucune élaboration sur pourquoi ces jeux ont été mis en place, même la saga SAW était plus élaborée de ce point de vue là. Bref passer votre chemin sauf si vous adorez voir des bains de sang (et là c'est vous le psychopathe)",Publiée le 24 octobre 2021,"2


0",Suivre son activité,5
"5,0","Une vraie claque.Exceptionnelle du début, jusqu'à la dernière minute.Je ne sais pas S'il y aura une suite, mais vraiment je tir mon chapeau aux scénaristes, aux acteurs et à la réalisation.Comme quoi, il n'y a pas que les Américains qui savent faire de grandes série.Merci à Netflix pour se bijoux.",Publiée le 11 octobre 2021,"1


1",Suivre son activité,6
"4,0","Délicieusement ""dérangeant"" et adictif... Scénario en béton même si reprise de plusieurs genres et films déjà vusLa bande annonce ne me donnait pas envie et au final j'ai visionné la série en un jour",Publiée le 27 septembre 2021,"1


0",Suivre son activité,7
"4,0",super série. il faut quand même passer les 30 minutes du premier épisode où on voit que l'acteur principal a un jeux trop trop accentué ça fait presque faux mais après des que l action commence c'est bon on rentre dans l histoire et ce même personnage devient même attachant... j'ai essayé la vo mais bon le coréen c'est trop violent pour moi dommage. la VF passe mieux bizzarement moi qui suis assez adepte de vo pour mieux m immerger dans l'ambiance. on ne q ennuie pas une seconde j'ai mangé tous les episodes en 2 jours...après j'adore le film battle Royale...le vrai film pas pour les puceaux comme hunger games,Publiée le 26 septembre 2021,"1


2",Suivre son activité,8
"2,0","Série banalisant la violence extrême et mêlant jeux de récréation à massacres de masse. Le concept est simple : vous jouez à des jeux d'enfants, et si vous perdez, vous êtes éliminé au sens littéral du terme. Il est très inquiétant que des enfants puissent voir ce genre de choses, et que cette série ait autant de succès. En dehors de décors et de dialogues bien construits, la fin n'est finalement pas du tout convaincante, et presque désespérante. Il est, de mon avis encore plus criminel que Netflix mette ce genre de choses à disposition d'enfants qui peuvent grandement être perturbés suite à ce mélange macabre entre les jeux auxquels ils jouent dans la cour de récréation et cette ambiance horrible où les perdants sont tués.Je recommande moyennement",Publiée le 15 octobre 2021,"2


0",Suivre son activité,9
"4,0","Une série surprenante, avec un univers esthétique original , et qui propose un regard d'une grande noirceur sur l'humanité. Les interprètes sont bons, parfois un peu surjoués . La violence physique est omniprésente mais c'est bien la violence psychologique qui crée ici la tension et l'intérêt de cette série . Endettement , inégalités flagrantes, décadence, anonymat , marche en avant absurde et dérisoire car dénuée de toute spiritualité et de toute philosophie : les maux modernes de civilisations à bout de souffle . Plus que les qualités, réelles ,de cette série c'est son succès planétaires qui doit interroger . Où orienter nos volontés ? Et voulons nous vraiment échapper à ce jeu ?",Publiée le 19 octobre 2021,"0


1",Suivre son activité,10
"5,0","Une série à couper le souffle. Même si la thématique est archi connue, la forme est à la sauce coréenne et ça fait toute la différence !On en veut plus, toujours plus mais finalement 9 épisodes c'est bien. Peut-être annonciateur d'une saison 2....je suis preneuse si même qualité 👌",Publiée le 20 septembre 2021,"2


3",Suivre son activité,11
"1,5","Franchement ! En considérant l’ampleur internationale donnée à cette série , et venant de la Corée , je m’attendais à du grand lourd .A part quelques sursauts et quelques petites mais petites intrigues , je me suis fermement ennuyée .Les acteurs jouent assez bien et la morale passe bien mais à part ça , je m’étonne encore des notes de la série",Publiée le 16 octobre 2021,"1


0",Suivre son activité,12
"5,0",En plus d'être une série extrêmement soigné squid game impressionne par la qualité de ses acteurs et de son scénario ainsi que des multiples rebondissements. Mais ce que j'ai le plus aimé c'est l'évolution des 2 personnages antagonistes principaux à la foi amis et ennemis que l'on retrouve tout le long de la série.L'intelligence froide contre l'émotion humaine que l'on retrouve tout le long de la série est incroyablement bien travaillé avec un final qui se termine en apothéose.  Chapeau à la Corée du sud qui nous offre une série intelligente.Chaque personnages à ses forces et ses faiblesses et sont le miroir de notre société.Si vous ne regarderez pas squid game vous raterez une excellente série soignée intelligente sociologique et philosophique.,Publiée le 4 octobre 2021,"2


2",Suivre son activité,13
"2,0","Du cinéma asiatique stéréotypé, mal joué et le scénario pompé sur Battle Royale, film emblématique de la fin des années 90, japonais celui la. On s'ennuie ferme, . A regarder en avance rapide pour perdre moins de temps. Les costumes et les masques font plutot penser aux touches de la playstation mixée avec ceux de la casa del papel.quelques belles scènes cependant. Certains épisodes trainent en longueur pour laisser place à un semblant de psychologie.On n'arrive pas à s'attacher aux personnages tellement ils sont mal écrits (même le personnage principal n'est pas attachant. Beaucoup de bruit pour rien",Publiée le 12 octobre 2021,"1


0",Suivre son activité,14
"0,5","Impossible de mettre zéro donc je met 0,5. En effet, cette série est certainement à voir si tu es ado voire encore + jeune. C'est vraiment nul, sans consistance, sans suspense, totalement puéril et bancal. Bref, a éviter d'urgence",Publiée le 16 novembre 2021,"2


0",Suivre son activité,0
"0,5","encore perdu mon temps avec la nouvelle soi-disant super série du moment mal joué, caricaturale, forcément très coréen avec des noms pas possible, aucune intrigue, des longueurs même dans les jeux. rien de neuf.",Publiée le 30 octobre 2021,"2


0",Suivre son activité,1
"2,5","L'enthousiasme pour cette série est à limage de celle ci, on suit le troupeau.Je ne trouve rien d'extraordinaire, les effets speciaux sont datés, par moment c'est inutilement gore, les acteurs surjouent (c'est peut-être le style coréen), on a des passages trèèèèss longs. Les intrigues secondaires ne sont pas creusées.Ca aurait pu faire une bon film de 2 h, mais une serie de 09 épisodes....",Publiée le 11 octobre 2021,"2


0",Suivre son activité,2
"4,0","""On va jouer à un jeu""Cette phrase culte du film SAW prend ici tout un nouveau sens.Abominable.L'humanité est capable de ça ? Faut croire que oui quand je me souviens des gladiateurs, du nazisme et des enfants à qui on arrachait les yeux pour les revendre. Envie de crier.Rendons hommage au dessinateur Escher pour les scènes dans les escaliers.Pour l'instant je ne juge que sur mes 4 premiers épisodes que j'ai vus.",Publiée le 27 septembre 2021,"2


0",Suivre son activité,3
"4,0","Au-delà de l'effet de scandale dû à l'impact de la série dans les cours d'école et de l'effet de hype provoqué par le fait que la série est la plus regardée de l'histoire de Netflix, que vaut vraiment Squidgame ?Pour commencer, la série est extrêmement solide du point de vue scénario. La partie jeu mortel est très habilement menée : on est en permanence surpris, que ce soit par la nature des jeux, leur déroulement ou leurs implications morales.Mais Squid game surprend surtout par ses à-côtés narratifs. Une grande majorité des trois premiers épisodes se déroule en dehors de l'île, et la façon dont la série décrit les travers de la société coréenne est très intéressant. Les relations entre les personnages, le basculement en milieu de série qui permet de comprendre le but des jeux, les péripéties concernant les gardiens : tous ces éléments renouvellent constamment l'intérêt.La mise en scène et les moyens de la série impressionnent par leur démesure. Comme beaucoup de productions coréennes, Squid game est, de par son montage alerte et son identité visuelle, une réussite pleine d'efficacité qui n'a rien a envier aux productions américaines. La série atteint un haut niveau de réalisme, ne barguignant pas sur la cruauté et le sang, ce qu'une production US n'aurait pas pu se permettre.Enfin, les acteurs sont tous et toutes formidables. La composition de Lee Jeong-Jae est en particulier saisissante dans sa variété.Ce genre de série à suspense est une course en avant de surprises et d'effets qui peut se diluer ou se perdre au fil des épisodes dans de la surenchère irréaliste ou un délitement progressif. Squid game évite également cet écueil et négocie assez bien le piège de la dernière demi-heure, répondant avec une certaine élégance à plusieurs questions, et en laissant irrésolues plusieurs autres, ce qui laisse augurer une seconde saison que l'immense succès mondial de la série rendait de toute façon indiscutable.",Publiée le 30 novembre 2021,"0


0",Suivre son activité,4
"3,5","Très addictif, violent, morne côté jeux d'acteurs, huis clos réussi sur les décors, dénonciateur et servi par une fin décevante. Un buzz outrancier inutile. J'en retiens principalement le coté créatif du scénario. 3.5/5 !!!",Publiée le 6 novembre 2021,"0


0",Suivre son activité,5
